current_ratio,quick_ratio,return_on_assets,return_on_equity,gross_margin,net_profit_margin,debt_to_equity,earnings_per_share,free_cash_flow,firm_size,market_cap,volatility,analyst_sentiment,pre_announcement_price,post_announcement_price,abnormal_return,stock_movement
1.6239882614641976,0.8702658576772393,0.004682273494362385,0.20362179652533885,0.48599793914179634,0.13618131216646523,1.296513908155644,-1.7284038168977878,3321607.5436843736,12.567890057013475,37990441028.20315,0.03132122245953022,0.654306321534056,147.4317637204414,146.05642253239077,-0.009328662652768289,0
2.8915714741018155,1.5838018947567163,-0.0012084803712000686,0.2780088383148234,0.6027161646499931,0.1840613956250128,0.34477272421033245,-0.6925923023820948,3123698.0264787665,10.62680240909749,33958297526.908924,0.015515952869213359,0.08003256976593665,51.717299066236954,57.331710592539345,0.10855964305312485,1
2.4103866719850915,2.2458916717528163,0.2625018322084147,-0.049719260724500614,0.5800804648950795,0.41272843592130815,1.7447891267096298,3.8187206356295977,-425474.808019854,11.624551359180423,18439237337.783146,0.033649716230024565,0.242329811453739,144.76516530810892,155.21969594795667,0.0722171705989973,1
2.1170486652334803,1.9644497728191224,-0.00018152006019755973,0.1749244597641994,0.27694995234688685,0.10400263163593526,1.226232478138483,3.3673784943683502,4535434.4294348005,10.18024148986294,61119400340.0473,0.02259142494867832,0.7736793464792507,86.86774238491446,79.60384210933285,-0.08362022629061758,-1
1.1432410089733605,2.1131222957228992,0.008779890451452402,0.14304758988624927,0.27462473487073696,0.42178981088730283,0.3144077671139085,0.4544988402000283,2410833.2129409174,11.150172887712191,48185791890.354256,0.012093950672384097,0.5286858536788197,51.00904050218815,51.99644370890339,0.01935741580304546,0
1.1431879447396458,1.8175667334214347,0.2037593049671855,0.2996982260729627,0.3340871838724566,-0.04711934141398511,1.9246761149624136,0.6376743944194874,1182353.1268141055,9.702879687105593,86704398240.07635,0.047946246308262594,0.9279690617870447,118.91572317245083,118.91905276715312,2.7999616984753067e-05,0
0.9277839467700388,1.884553129035705,0.07989593698021599,0.34365223628875635,0.38053736317051856,0.3660790623251784,1.0367309266706413,1.7348810348750563,3539231.5009718398,9.505795098927226,4178848467.7237673,0.03565961476257151,0.4287514083413543,148.0540304031354,154.1720161032279,0.04132265554293828,1
2.7055875207048574,2.198391303130639,0.21068422278207252,-0.19270593711356793,0.4042277907042413,0.40852857983284185,0.14579690374331,-1.998312967204058,544192.7504098043,10.891148930847569,64742924827.957504,0.04507675727483389,0.8698123658139231,146.56257228375927,141.10327206078955,-0.03724893837425277,-1
2.1224530258350596,0.9993360177183719,-0.0738535369742459,0.20441195143527563,0.5398486084166726,0.009090591702403242,1.2536658088301345,-0.31128964773380496,3161059.0222779224,10.490648370919901,76531938972.64455,0.037042240200530124,0.4489554374782375,66.09370112024185,63.3190598802564,-0.04198041860203359,-1
2.3577596711513005,1.478849927286281,0.09502847746935372,-0.1688985205281626,0.2283402160829177,0.15820791942332027,0.5063978140256205,-0.5423773397424989,-761732.7545665167,10.897681845749904,76189170349.6424,0.024279347685604517,0.9792482787019853,68.1247806066155,65.82192214891877,-0.03380353576468034,-1
0.8452858874507654,0.9424188836392045,-0.08655455992668695,0.1293151990464136,0.2173363521130332,-0.0007001352018066315,1.607386903754605,-0.24661937275165569,4036448.225655632,9.433302906435115,88721322742.45699,0.030507522893152457,0.9598343813988768,106.553891461966,103.50683085018461,-0.028596427309921634,-1
2.9338016747563875,2.4753360159932942,-0.0749387186178582,-0.027420362573793072,0.39595528147195447,0.3239624773965306,1.6356441471323813,3.6413408977340893,1689025.082127911,9.834789159084977,73174340540.11992,0.037029870413887084,0.3291367055560803,113.73048264283244,118.36684319291017,0.04076620834045075,1
2.631373809760928,2.3881186793732265,0.26257498133776436,-0.015934040286715273,0.5485818460689902,0.221208660836994,1.9578947117093237,-0.04228300417489783,2820157.4861476505,8.419489803144547,92853196103.12193,0.04841009300805751,0.8859236704168032,123.94179136658656,116.62178189836726,-0.05906005865744407,-1
1.2671460434922075,0.5788536227370118,-0.044301851552961936,0.011775102071413968,0.2967176714782413,0.2811940080249926,1.0037390620490074,-0.6593507456489629,327426.9188401019,8.261381861361029,33933003382.268253,0.02014677836486786,0.8476113742156492,68.10503604721475,65.98487894220344,-0.031130694997965905,-1
1.2000149278556214,1.911150345031377,0.11296827291008685,0.17277546942976613,0.5207522406281258,0.01789218017372668,0.9099137594554743,1.5298442255512206,3062442.275950688,9.267285648365082,50817732258.40276,0.04499908234496471,0.21068039732756283,145.90070867644346,132.84979989618853,-0.08945061952507209,-1
1.2034899216775545,2.3504966348313316,0.06443824104028262,0.00042997940126154877,0.32991406897014974,0.027047517231451712,1.5069512108929612,4.059515254609123,3633441.6553596593,8.371234296652728,2393886665.006177,0.04696311221177078,0.6242904007832697,113.87392562892379,119.60814863506498,0.05035589117061851,1
1.4693329345109831,0.8611506902546671,0.038937330503537065,0.23961943035416827,0.6430430544067581,-0.07510160469405619,0.2649413126838531,-0.3105520731375009,1839279.1213063924,8.518873543173704,1688801143.02583,0.03681662058635826,0.07268231558981486,134.7046918870555,143.26537778320775,0.06355150497155691,1
